Axis Bank| Other Loan|"""Should be transparent in the charges"""|                                 In Axis salary account there is no many consolidated charges in that case they need to work more, example they don't have narration on the debited amount, if they take Rs.50 also they won't mention the reason. So the user get suffer. Whenever I spoke with the customer support they also blindly reply the same thing rather giving clarity about the charges. I suggest them to have proper information about the charges.|R K|                                     , noida|                                     Reviewed on Aug 30, 2019
Axis Bank| Personal Loan|"""Best foreclosure option with Axis"""|                                 I closed the Axis personal loan, I took 1.40 lakh best part we don't want to worry about the foreclosure, I challenge non of the bank is providing such features, I had experience with other banks as well.  Here I took the loan for five years then I closed in 1.5 year without any charges its a great experience.|K|                                     , noida|                                     Reviewed on Aug 30, 2019
Axis Bank| Car Loan|"""Recommendable Loan product"""|                                 I took car loan from Axis bank, I got the loan in two visit. The functioning was very smooth,  I took the loan amount of Rs.5.5 lakhs for the duration of five years, the interest rate was 8.5% for the duration of five years per annum. The documentation was very easy.|RA|                                     , noida|                                     Reviewed on Aug 30, 2019
Axis Bank| Saving Account|"""Very Good bank"""|                                 2 years before i have opened my salary account from Axis bank. Their Internet banking and mobile app is absolutely fine.  I have never visited their branch. They have not deducted me any hidden charges also. Since its a salary account, no minimum balance is required.|  SRINIVASAN|                                     , bangalore|                                     Reviewed on Aug 30, 2019
Axis Bank| Credit Card|"""Savior card"""|                                 Right time they are delivering the messages in Axis bank. For past 1.5 years, i am using the neo card from Axis bank. I get 10% while doing a recharges and movie ticket booking. While filling the fuel, i get some sur charges waiver also. The given credit limit is really fine.|  SRINIVASAN|                                     , bangalore|                                     Reviewed on Aug 30, 2019
Axis Bank| Other Loan|"""Good"""|                                 I am having a salary account  with AXIS bank for more than 6 years. There is no hidden charges in this bank and no need to maintain a minimum balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.| BHARATI|                                     , mumbai|                                     Reviewed on Aug 30, 2019
Axis Bank| Car Loan|"""Need to drecase charges for preclosure  option"""|                                 By a showroom I have taken a car loan from AXIS bank on 3 years before, they asked for required documents only to submit. The amount given for 8 lakhs 34 thousands but I was expecting for a 9 lakhs for the tenure period for the tenure period of 7 years. Car model is Maruthi Ciaz. There is an option for a pre closure but charges are high for up to 5%. |SUB|                                     , coimbatore|                                     Reviewed on Aug 30, 2019
Axis Bank| Credit Card|"""Excellent"""|                                 I got a special benefits on Axis Bank credit card. Am getting cash back offers for e-commerce purchase. I am using Myzone credit card for past 5 years. There is no annual fee. I never tried EMI conversion and so no idea about the charges. I use the credit card very rarely for fuel purpose.|P S|                                     , karnal|                                     Reviewed on Aug 29, 2019
Axis Bank| Saving Account|"""Superb banking"""|                                 Axis Bank is an excellent basically I like their service and its easily approachable also have been using their credit card. I have been using this salary account for last 6.5 years. Its a zero balance account and am working with Axis Bank, fully satisfied. The interest rate is good for savings.|A P|                                     , karnal|                                     Reviewed on Aug 29, 2019
Axis Bank| Credit Card|"""Excellent"""|                                 I am holding Axis bank credit card  from past 5 years,There are good offers on cash back, instant discounts, there are EMI options available with nominal rate of interest and the annual fee is chargeable, credit limit for the credit card is good.|DERAMBALA  |                                     , bangalore|                                     Reviewed on Aug 29, 2019
Axis Bank| Credit Card|"""Better card"""|                                 I have been using Axis Mychoice credit card for more than 5 years. I am not sure about the benefits just simply using the card for normal purchase. I never faced any hidden charges. As of now, am doing time to time payment so no idea about the charges. The credit limit is better but am looking for enhancement.| GEEVI|                                     , chennai|                                     Reviewed on Aug 29, 2019
Axis Bank| Saving Account|"""Best & Customer friendly bank"""|                                 Axis Bank is good and am using the savings account for more than 10 years. Sometimes I do maintain a minimum balance and there was no charges for non-maintenance. The customer service is really excellent but only connecting time is longer which needs to be simplified.|G S|                                     , chennai|                                     Reviewed on Aug 29, 2019
Axis Bank| Credit Card|"""Good card"""|                                 Its a good experience with Axis Bank credit card and the credit limit is satisfactory. Its been 2 to 3months and there was no annual fee for the card. I have not checked the benefits. They have explained me the benefits while processing the card. The payment mode is convenient which is linked to my salary account.|  GOVIND BORSE|                                     , pune|                                     Reviewed on Aug 28, 2019
Axis Bank| Saving Account|"""Better"""|                                 I have been using Axis Bank for last 6 years. I did not find any difficulty in accessing the portal. The mobile banking is convenient for me to do transactions. There was charges for IMPS transfer. Every after 3months,  they have been deducting some charges which I don't know. ATM's and branches are above average.|P G B|                                     , pune|                                     Reviewed on Aug 28, 2019
Axis Bank| Credit Card|"""Good card"""|                                 Axis Bank is provided me a sufficient limit on NEO credit card. The annual fee is applicable and need to pay Rs.295. It has benefit on Flipkart, If I purchase anything using this card I will get 5% discounts. Even reward points are applicable at sometimes.|S K|                                     , bangalore|                                     Reviewed on Aug 28, 2019
Axis Bank| Credit Card|"""Satisfactory"""|                                 I have Axis Buzz credit card and am using it for eleven to twelve month. The credit limit is 90,000rupees. They were Rs.750 as an annual fee plus GST. It has a good benefit, I get 10% instant cash back on e-commerce sites purchase. I have tried EMI conversion and the charges are reasonable.|K P|                                     , bangalore|                                     Reviewed on Aug 28, 2019
Axis Bank| Saving Account|"""Excellent"""|                                 I have been using Axis Bank for last 2 years and there was no difficulty in the banking system. I think, they are giving 7.5% interest rate for savings and deposit. I am convenient the mobile banking for the online transactions. They are sending OTP alert and there were no charges for SMS alert.|S|                                     , bangalore|                                     Reviewed on Aug 28, 2019
Axis Bank| Saving Account|"""Good"""|                                 I think Axis Bank is better and good service while compare to other. I have been holding a savings account for 3 years. I need to maintain a minimum balance for an account. I am not using mobile application yet. Whenever I do a transaction I get an alert messages on time. |REDDY  |                                     , hyderabad|                                     Reviewed on Aug 27, 2019
Axis Bank| Credit Card|"""Good Beneficial card"""|                                 AXIS has the annual fee of Rs.1500 but the benefits are worthy, I have redeemed 15,000 points into Rs. 3800  cash back for gym package. I am holding this credit card for last six months, the credit limit is also satisfactory. Overall I am fine with them.|CHAITANYA  KUMAR|                                     , hyderabad|                                     Reviewed on Aug 27, 2019
Axis Bank| Personal Loan|"""Right bank for personal loan"""|                                 Taken my personal loan from Axis bank because there is no charge for pre-closure and interest rate is less. They won;t charge any unwanted charges. Earlier i had a salary account from Axis bank hence their service is convenient for me. They have sanctioned the loan within 1 week. They have provided me a processing fee of 2% and the rate of interest is 13.5%. |  RAMESH|                                     , pune|                                     Reviewed on Aug 27, 2019
Axis Bank| Saving Account|"""Good service"""|                                 I hold Axis bank savings account from past six to seven years, Their website and net banking is very convenient to use, they have not charged me any charges if i got IMPS or NEFT charges, their overall service is good, their branch service and customer care service is customer friendly .|SHEK  |                                     , bangalore|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good Service"""|                                 I have Axis Bank credit card which was directly taken through Bank .I am using this credit card from 2012onwardsso using it for the past 7 years .This is a chargeable card and credit limit was good as well .I have not faced any drawbacks so far on using this credit card .I am really satisfied with the service so far .|RAM|                                     , new delhi|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Excellent card"""|                                 I have been holding Axis bank credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, among all the card this bank card service is good, their customer care response me well, Their mobile application is user friendly. |ABHI|                                     , bangalore|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""EXCELLENT"""|                                 It is the first card, i am using since from last 7 months and the card has good credit limit and it is a life time free card. There is a EMI option and there are offers with online shopping. The application is easy to use and for billing purpose with AXIS BANK.|INDER|                                     , chandigarh|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Its Good"""|                                 I am impressed with Axis mobile banking and also the customer support is always reachable. The bank network is very stronger and they have plenty of atms available cross in India, I have zero balance account since its my salary account, I am fine with it.|K|                                     , hyderabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good"""|                                 I had a experience with Axis Bank credit card but now its closed due to some false transactions. The customer service is excellent. It was Myzone card and the limit was average. There was no annual fee. The payment mode is easy and the rate of interest is high compared to other banks.|G P M|                                     , mumbai|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Customer friendly"""|                                 I have a savings account with Axis Bank and its very much user friendly. I am using this bank for near about 5 years and its a zero balance. So many times have contacted the customer service and am happy with the services. The interest rate is 4% for savings, 20 -22% per annum for credit card.|G P|                                     , mumbai|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Good"""|                                 I am holding a savings account  in AXIS bank for more than 6 months. There is no hidden charges in this bank. It is a  zero balance account. I use to get an alert messages from bank whenever I do a transactions. I am using mobile app and it is user friendly to access.|MAR|                                     , hyderabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good Service"""|"                                 I have Axis Bank credit card which was taken through Bank directly.I am using this credit card more than 3 years .I have not faced any difficulties so far on using this credit  card .This  credit card is having a very good credit limit ,I have got all the details about the card process through the agent .
 "|AHMED|                                     , hyderabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good"""|                                 I am using AXIS bank neo credit card for more than 6 months. The credit limit which was given from bank is low but okay. I use the card for shopping, fuel and for restaurants purpose. This card applicable for dining and also airport lounges. I use to get points and cash back. It is a life time free credit card. |NILANKAR|                                     , hyderabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Till date no hassles"""|                                 I hold a credit card with Axis Bank and there are good deals on the card. The card is accepted every where. The customer services and response is good. The statements are clear and it is a timely process too. The credit limit is also good and the process is smooth.|KUMAR  M|                                     , ahmedabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Personal Loan|"""Excellent service"""|                                 I recently applied for got personal loan with Axis bank, the reason for choosing this loan is because of their service they use to give good service, the loan amount which they have given to me was sufficient, the rate of interest they have charged me was nominal so far i did not face any issue.|P|                                     , pune|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Excellent service"""|                                 I have been holding my salary account with Axis bank from past 13 years, Their branch service and customer care service is good, they use to response me well, their mobile application is user friendly,so far i did not face any issue, their overall service is good.|KALYANKAR|                                     , pune|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Excellent card"""|                                 I have been holding Axis bank credit card from long time, They have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, they have given me as per my requirement, so far i did not face any issue.|CHANDRAKANT|                                     , pune|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Good service"""|"                                 
 The AXIS  BANK  savings account is also very good. I never faced any hassle with their services. Their customer support is very good and approachable. Overall their mobile application and the Internet banking platform are convenient for doing the daily life transactions. Only hidden charges are more . 
 "|SEN|                                     , indore|                                     Reviewed on Jun 26, 2019
Axis Bank| Credit Card|"""Superb card """|"                                 The AXIS  BANK Credit card is very good for for cash back  and movie tickets ,  the reward points. I use this card for shopping , grocery and for so many purpose .Overall it is a very good card to have and I never had any issues pertaining to this card. I got card on time . 
 "|PANSARI|                                     , bangalore|                                     Reviewed on Jun 26, 2019
Axis Bank| Personal Loan|"""Improvement required"""|                                 I am running  a personal loan with Axis Bank. The interest rate is higher so they need to reduce the rate. The processing fee is applicable. The loan process was average. The tenure is 2 years. I can do partial payments and foreclosure after a year with charges.|User|                                     , bangalore|                                     Reviewed on Jun 26, 2019
Axis Bank| Credit Card|"""Good Service"""|                                 I am using Axis Bank credit card which was taken through Bank directly .I am using this credit card so far and it is a free card.The agent gave all the details about the credit card process .I have got the credit card on time and having good credit limit it was sufficient as well .I am totally satisfied with the service . |SINGH|                                     , vadodara|                                     Reviewed on Jun 26, 2019
Axis Bank| Saving Account|"""Good"""|                                 The rate of interest is higher with Axis Bank for personal loan. I am using their salary account for last 10 years. The helpline number was provided to me and also they are doing 24/7 service. ATM services are good and I use a domestic debit card.|MOHAMMED|                                     , hyderabad|                                     Reviewed on Jun 26, 2019
Axis Bank| Saving Account|"""Average"""|                                 I am not using Axis Bank frequently but interms of loan experience, I would say they are good. It is a zero balance account. There was hidden charges and have been having this account for last 5 years. The customer service is average. The rate of interest is very high for loans.|RA|                                     , bangalore|                                     Reviewed on Jun 26, 2019
Axis Bank| Saving Account|"""Excellent"""|                                 Axis Bank account is my first salary account and am friendly with the banking process and their online service. Even I have a relationship manager and they used to contact me for further offers. It is a zero balance account. ATM's are good and maximum I will do online transactions.|J M|                                     , hyderabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Car Loan|"""Good"""|                                 I have taken a car loan in AXIS bank before 4 years ago. This loan was applied through showroom. The process was smooth and loan got sanctioned on time. The loan amount was sufficient for the tenure of 5 years. The rate of interest and the processing fee are nominal.|T|                                     , new delhi|                                     Reviewed on Jun 28, 2019
Axis Bank| Saving Account|"""Excellent"""|                                 Axis Bank is good and they are providing very good facilities. One thing which am not happy that they have promised me whatever balance I keep in my salary more than 50K, will got the interest rate as FD for one year but they failed to keep up their words. Its been 2 years and am using their mobile app is very good.|Surya|                                     , kolkata|                                     Reviewed on Jun 28, 2019
Axis Bank| Credit Card|"""Best card"""|                                 I get a rewards points and gift voucher from my axis bank credit card. I have been paying the annual fee of Rs. 500. Customer care people are very responsive. They have given me a limit of Rs. 50000. I never had any problem from the Axis bank credit card.| KAMBAMPATI|                                     , hyderabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Credit Card|"""Best in features"""|                                 In Axis bank card, i get lots of benefits and i use the card for more than 1 year. I get a buy1+get1 movie ticket offers and dining offers. I got enhanced my credit limit on my Axis bank Neo card. They probably give 10% cashback offer on movie ticket booking.|RA|                                     , kolkata|                                     Reviewed on Jun 28, 2019
Axis Bank| Saving Account|"""Very Good banking"""|                                 I am using HDFC BANK bank account card for the past 4 months where the services with them has been good. There is no  minimum balance  required with this bank. I never visited their branch and the digital banking facility is convenient to use for me.|G|                                     , hyderabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Credit Card|"""Best card"""|"                                 I hold AXIS BANK credit card . Offer is nothing with this card . I hold AXIS MYZONE PLATINUM credit card .  Mobile Banking is Convenient Here as the interface gives you a easy access. I am holding this card for more than 1 year and i got card on time .  I use this card on most on the On-line portal for purchasing things.
 
 
 
 "|S KUMAR AR|                                     , chennai|                                     Reviewed on Jun 28, 2019
Axis Bank| Saving Account|"""Good account"""|                                 I have used my Axis 1.5 years before. I have converted my salary account to savings account even though i don't need to maintain any minimum balance. Their branch response is good and the staffs are friendly. Their net banking and app is easy to use.|MA|                                     , bangalore|                                     Reviewed on Jun 28, 2019
Axis Bank| Personal Loan|"""Process is good"""|                                 I bank with Axis Bank for the personal loan. The  loan was processed in a week. The rate of interest is of 12%. They have also charged me for the insurance too. The customer support and response is good and there are no hassles to get the loan. It was as needed.|TENDRA|                                     , ghaziabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Saving Account|"""Should be more proactive in response"""|                                 I bank with Axis Bank for the savings account. There are charges taken but they are not reversing the same as the process is very long. I have opened a family account and I got the family ID only after three months. I was told initially that I only have to maintain a balance of 10K for the first month alone. After I done the same and withdrew the amount later, the bank charges me. The relationship manager is not responsive and proactive to my queries.|SIH |                                     , ghaziabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Credit Card|"""Good """|                                 Axis Bank is good in the credit card experience. The credit limit was good. The customer services are good. I also got a good response as long as I used the card. There are good features on the card.  I closed the card as I did not want to have many cards.|NGH|                                     , ghaziabad|                                     Reviewed on Jun 28, 2019
Axis Bank| Credit Card|"""Good Card"""|                                 EMI options are good in Axis bank credit card. Based on my usage, they have keep on increasing the limit. They have given me a enhancement option recently i have rejected the same. I got the limit of Rs. 25000 and I'm using this card for almost 10 years.|LAKSHMANAN|                                     , chennai|                                     Reviewed on Jun 28, 2019
Axis Bank| Personal Loan|"""Good service"""|"                                 My personal loan was taken with AXIS BANK  , customer service is up to the mark they follow up so nicely through out the process .The loan amount is  which i applied but i just got same . They charge nominal  rate of interest which is very fine . The loan amount is 400000 ,.  . 
 "|SA|                                     , mumbai|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Good service"""|"                                 I am using the AXIS BANK  salary  account for the last few  years and their services had been quite impressive. The mobile banking services of them has also been good. The services of them has been good. It is a zero balance maintanance account with no additional charges,
 "|KU|                                     , mumbai|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|""" Good card"""|"                                 
 I have choosen AXIS BANK credit card .   Offers that it carries. I am holding this card for past 1 year  .  I do a lot of purchase on-line and hope this card will serve me better. Don't have any issue over transactions. I never had any issue with their services and this is a useful card to have.I love reward points and cash back features. Overall it is good . 
 
 "|S K DAV|                                     , mumbai|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good Service"""|"                                 I have Axis bank credit card which was taken directly through Bank only .I am using this credit card for the past 7 to 8 years and the credit  limit was good and so far not faced any drawbacks .This credit card is a free card and good to use as well .I have got all the details about the card process,I am really comfortable with the service .
 "|DAV|                                     , ahmedabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""Not satisfied"""|                                 I have opened an online savings account with Axis Bank and its been approx 2 years. I have lots of queries which is not yet resolved. It is also a zero balance account. The online services are not good and its average. They are not charging for IMPS and NEFT but there is charge for depositing cash in CDM.|ABI|                                     , new delhi|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""Good Service"""|                                 I am using Axis Bank credit card which was taken through bank directly .I have good credit limit for this card and it is a free card .I am using this credit card for the past 1 year .I have not faced any difficulties so far on using this credit card ,I am really satisfied with the service so far . |  BEHERA|                                     , hyderabad|                                     Reviewed on Jun 27, 2019
Axis Bank| Saving Account|"""NOT SATISFIED"""|                                 It is a zero balance account where i am having the savings account with AXIS BANK but now there is a minimum balance should be maintained which is 10K but it is higher. I am using the online banking it is easy to use. The customer support is not good in this bank.| M|                                     , kolkata|                                     Reviewed on Jun 27, 2019
Axis Bank| Credit Card|"""NOT SATISFIED"""|                                 I am not satisfied with the card because they have not informed the details of the card and not informed the credit limit also no offers explained. The customer service is not good also the call not getting connected on time. They are not providing with the EMI option to pay.|T  M|                                     , kolkata|                                     Reviewed on Jun 27, 2019
Axis Bank| Personal Loan|"""GOOD"""|                                 I am using the personal loan since from last 1 years, the documentation process was simple and done through online. The loan amount given with the loan was 1L and the rate of interest was 14%, duration for repaying the loan was 5 years. The customer support is good.|R K|                                     , new delhi|                                     Reviewed on Jul 09, 2019
Axis Bank| Saving Account|"""GOOD"""|                                 I am having the salary account with AXIS BANK where the banking process is good along with that there are no charges applicable for any of the services. The customer support is good with response, there are charges applicable only for the sms alerts.|R|                                     , new delhi|                                     Reviewed on Jul 09, 2019
Axis Bank| Credit Card|"""Excellent"""|                                 I am holding an Axis Bank credit card. This is my favorite card. My credit limit was Rs. 60 thousand now they have increased it to Rs. 1 lakh. It is lifetime free card. Their customer service is great, very quick response. I have been using this card for 5 years.|SINGH|                                     , gurgaon|                                     Reviewed on Jul 09, 2019
Axis Bank| Credit Card|"""GOOD"""|                                 I am using the credit card with AXIS BANK since from last 4 year also the card has the good limit and it is a life time free card. There are no offers with the card. There is a EMI option to be converted it is good and comfortable to use, the card is user friendly to use.|KUMAR|                                     , new delhi|                                     Reviewed on Jul 09, 2019
Axis Bank| Saving Account|"""Excellent service"""|                                 I have been using axis bank salary account from past 3 years, their service is good they provide me good offers and use to update me time to time and they use to give me nice discount too, branch service is great and i mostly use mobile application its easy to access.|SRAVAN|                                     , secunderabad|                                     Reviewed on Jul 09, 2019
Axis Bank| Saving Account|"""Overall good"""|                                 I bank with Axis bank for the savings account. The customer support is good and they are responsive when I reach out to them. It is a smooth process till date without any issues. The online banking and also the mobile banking is very convenient to use.|HASSAN|                                     , hyderabad|                                     Reviewed on Jul 09, 2019
Axis Bank| Saving Account|"""Good service from Axis Bank"""|                                 I have AXIS BANK as my salary account . This is a zero balance account and their banking services are smooth and hassle free. I am happy with the services which is provided by them . I use the net banking platform all day to day banking transactions. Overall it is good .|Sanjeev kumar|                                     , gurgaon|                                     Reviewed on Jul 09, 2019
