Bank| Credit Card|"""Need to enhance the credit limit"""|                                 I have been using HDFC Visa Credit card for almost 5 years.This card was applied through an other channel and it is an annual fee chargeable card. The limit which was given for a lower one and it is not met my expectation much to use it. I have use for many purposes. |FRAN|                                     , chennai|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Its Good"""|                                 HDFC is very beneficial when I converted the amount into emi,  recently I converted Rs. 10,000 for six months of emi with nominal interest. Monthly Rs.180 extra I need to pay per month from the total amount its good, they are also providing offers and cash back. They gave me Rs.6 lakhs of limit, because I am using this card around seven years.|MOHAN |                                     , chennai|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Good card"""|                                 I hold a Regalia First credit card with HDFC BANK and am using it from 2011. The annual fee is not applicable to me. The credit limit is 1L and am satisfied. I am just using the card for multi purpose and not checked the benefits. The payment mode is convenient for me.|SRINIVASA RAO|                                     , hyderabad|                                     Reviewed on Aug 30, 2019
HDFC Bank| Other Loan|"""Good bank"""|                                 I have opened my salary account with HDFC BANK in 2011 and till now don't have any issues. I am keeping minimum balance and there was no hidden charges. I am having a good track record with this bank without missing any payments. I have a personal banker also they do call back to update the offers.| SRINIVASA  |                                     , hyderabad|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Need to improve on Flexi Pay part"""|                                 I got a good credit limit on HDFC Bank credit card which is good enough for me. I use it for Airport lounge access and they have been charging Rs.25 for each trips. Their customer service is always excellent. I have not done EMI conversion and made a request for that but there was no proper response. I think, its a life time free card.|S S|                                     , pune|                                     Reviewed on Aug 30, 2019
HDFC Bank| Other Loan|"""Excellent"""|                                 I have my salary account with HDFC BANK and I don't have any such bad experience with them. Its been 8 to 9months and have been using it as a zero balance account. The online portal of HDFC is very easy to use. The options are easy to navigate. I am not sure about yearly fee of my debit card. I get time to time update.|S  SHARMA|                                     , pune|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Good card for satisfactory limit"""|                                 HDFC credit card is always keep on enhancing the limit based on the transaction and also they are providing insta loan, jumbo loan without any documents. I am holding titanium card it has yearly fee around Rs. 500, they will some offers like cash back at petrol stations.|  KUMAR|                                     , bangalore|                                     Reviewed on Aug 30, 2019
HDFC Bank| Saving Account|"""Customer friendly"""|                                 HDFC BANK is a good and have been doing my transactions for past 15 years but the salary account is opened before 12 years. I visited to the branch lot of times and also called the customer care and it was good. Even they have alloted me personal manager for me. The interest rate is decent for savings.| YUGENDHER|                                     , chennai|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Very Good Card"""|                                 I have a snapdeal card from HDFC and i don't get any benefits and its like a normal credit card. I haven't used the card in snapdeal website till now. Almost 3 years i have used the website and they haven't upgrade the card as well as not enhanced the limit. I tried to increase the limit but they said i have to get a offer for that. |RATHNAPPA  |                                     , bangalore|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Good Card"""|                                 I am using HDFC bank regalia credit card for more than 1 yrs. it is a life time credit card. Bank offers for a credit card with good limit  which was given at earlier but now it was reduced , EMI option is applicable for this card. I use to do payment on time but if I done late payment  charges are applicable and need to pay for charges as well. |PA|                                     , chennai|                                     Reviewed on Aug 30, 2019
HDFC Bank| Saving Account|"""Excellent"""|                                 I am using HDFC BANK for last one year and like the services which is really good. I have contacted the customer service and they are easily approachable. Their online services are easy to operate and they are charging for IMPS transfer. ATM networks are very good.| PRADEEP|                                     , bangalore|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Good Wifi Card for any transactions"""|                                 I am fine with the interest and charges of Hdfc money back card, best thing my card has wifi facility, without surfing we can use it upto Rs.2000 transactions without pin as well. Its a fast moving card for me. Its always safe and secured  and payment gateway is also convenient. Even I had some cash back in the fuel filling, food order upto 10 to 15%.|  KUMAR|                                     , noida|                                     Reviewed on Aug 30, 2019
HDFC Bank| Credit Card|"""Good Card"""|                                 I am holding HDFC bank master card for the past 3 years. At an initial while I was using a card I faced a fraudulent issue from other city so I had raised a complaint they have blocked old card and given a new card. For fuel purpose I use to get cash back offer. It is an annual fee with good limit. |NIA|                                     , coimbatore|                                     Reviewed on Aug 30, 2019
HDFC Bank| Other Loan|"""Good Service"""|                                 I took an Insta loan with HDFC BANK on 7 months before which was processed directly from bank since I am holding credit card with them offered for the 50 thousands amount for the tenure period of 1 year. The rate of interest and fee are nominal for this loan.|MANIAN|                                     , coimbatore|                                     Reviewed on Aug 30, 2019
HDFC Bank| Personal Loan|"""Good"""|                                 I took a personal loan from HDFC BANK, actually I was in need of money and that time I got a call from the executive for the pre approved loan which have proceeded. I got 3.75L and the loan duration is 4 years. I need to pay monthly due as 8685 rupees through auto debit.|G SHANKAR|                                     , bangalore|                                     Reviewed on Aug 30, 2019
